Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     137,          -2877.0,      -21.000,        0.477174            
2,     138,          -2890.0,      -20.942,        0.408487            
3,     149,          -3126.0,      -20.980,        0.30712             
4,     139,          -2910.0,      -20.935,        -0.00812741         
5,     111,          -2316.0,      -20.865,        -0.120914           
6,     74,           -1415.0,      -19.122,        -0.145455           
7,     57,           -1057.0,      -18.544,        -0.12785            
8,     55,           -1027.0,      -18.673,        -0.0874347          
9,     48,           -881.0,       -18.354,        0.0825343           
10,    48,           -872.0,       -18.167,        0.0751211           
11,    53,           -956.0,       -18.038,        0.101671            
12,    44,           -824.0,       -18.727,        0.154677            
13,    34,           -537.0,       -15.794,        0.221095            
14,    32,           -472.0,       -14.750,        0.184736            
15,    40,           -692.0,       -17.300,        0.212541            
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
16,    45,           -843.0,       -18.733,        0.163173            
17,    32,           -500.0,       -15.625,        0.210093            
18,    37,           -630.0,       -17.027,        0.286851            
19,    36,           -586.0,       -16.278,        0.379295            
20,    35,           -528.0,       -15.086,        0.430958            
21,    45,           -654.0,       -14.533,        0.416045            
22,    26,           -296.0,       -11.385,        0.56646             
23,    29,           -417.0,       -14.379,        0.579511            
24,    32,           -398.0,       -12.438,        0.568664            
25,    35,           -567.0,       -16.200,        0.574927            
26,    47,           -847.0,       -18.021,        0.492445            
27,    31,           -407.0,       -13.129,        0.485261            
28,    27,           -396.0,       -14.667,        0.397156            
29,    30,           -363.0,       -12.100,        0.446282            
30,    34,           -568.0,       -16.706,        0.465575            
31,    28,           -340.0,       -12.143,        0.369607            
32,    30,           -283.0,       -9.433,         0.30739             
33,    35,           -585.0,       -16.714,        0.261631            
34,    30,           -391.0,       -13.033,        0.351033            
35,    36,           -512.0,       -14.222,        0.334994            
36,    30,           -291.0,       -9.700,         0.355892            
37,    23,           -257.0,       -11.174,        0.33703             
38,    19,           -123.0,       -6.474,         0.353401            
39,    20,           -240.0,       -12.000,        0.330426            
40,    68,           -1302.0,      -19.147,        0.379404            
41,    22,           -254.0,       -11.545,        0.411675            
42,    28,           -344.0,       -12.286,        0.323451            
43,    20,           -176.0,       -8.800,         0.301429            
44,    23,           -331.0,       -14.391,        0.335321            
45,    28,           -338.0,       -12.071,        0.310239            
46,    23,           -345.0,       -15.000,        0.409057            
47,    17,           -112.0,       -6.588,         0.476527            
48,    21,           -189.0,       -9.000,         0.546573            
49,    22,           -228.0,       -10.364,        0.541658            
50,    18,           -149.0,       -8.278,         0.518194            
51,    36,           -500.0,       -13.889,        0.49542             
52,    19,           -137.0,       -7.211,         0.528031            
53,    26,           -283.0,       -10.885,        0.521046            
54,    24,           -245.0,       -10.208,        0.51097             
55,    22,           -342.0,       -15.545,        0.568554            
56,    35,           -499.0,       -14.257,        0.591058            
57,    27,           -294.0,       -10.889,        0.562698            
