Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     358,          438.0,        1.223,          0.556378            
2,     314,          593.0,        1.889,          0.7197              
3,     585,          1347.0,       2.303,          1.05587             
4,     287,          2499.0,       8.707,          1.13794             
5,     240,          3004.0,       12.517,         1.44941             
6,     316,          2215.0,       7.009,          1.79967             
7,     188,          3604.0,       19.170,         1.83744             
8,     230,          3012.0,       13.096,         2.02592             
9,     196,          3274.0,       16.704,         2.19355             
10,    145,          4427.0,       30.531,         2.23876             
11,    139,          4654.0,       33.482,         2.39613             
12,    135,          4712.0,       34.904,         2.69643             
13,    137,          4987.0,       36.401,         3.02681             
14,    185,          3659.0,       19.778,         3.18241             
15,    142,          4460.0,       31.408,         3.54221             
16,    109,          4992.0,       45.798,         3.56473             
17,    120,          5160.0,       43.000,         3.46805             
18,    105,          5631.0,       53.629,         3.54974             
19,    110,          5788.0,       52.618,         4.00209             
20,    101,          6203.0,       61.416,         3.9431              
21,    96,           5906.0,       61.521,         4.09794             
22,    374,          2039.0,       5.452,          4.20443             
23,    128,          5437.0,       42.477,         4.07496             
24,    120,          5512.0,       45.933,         4.09174             
25,    93,           6938.0,       74.602,         4.14043             
26,    136,          5211.0,       38.316,         4.22881             
27,    97,           6943.0,       71.577,         4.26148             
28,    88,           7987.0,       90.761,         4.85359             
29,    99,           7067.0,       71.384,         4.90435             
30,    85,           6684.0,       78.635,         5.57559             
31,    101,          6424.0,       63.604,         5.1241              
32,    110,          6606.0,       60.055,         7.74112             
33,    106,          6788.0,       64.038,         6.79041             
34,    108,          5471.0,       50.657,         6.11054             
35,    106,          6693.0,       63.142,         5.82766             
36,    94,           6582.0,       70.021,         9.81368             
37,    112,          5553.0,       49.580,         5.75949             
38,    103,          5584.0,       54.214,         4.57141             
39,    120,          5362.0,       44.683,         4.45953             
40,    96,           5749.0,       59.885,         4.60293             
41,    108,          5932.0,       54.926,         7.63607             
42,    132,          4540.0,       34.394,         4.82308             
43,    99,           6304.0,       63.677,         6.69334             
44,    91,           6133.0,       67.396,         4.61529             
45,    96,           6306.0,       65.688,         4.94208             
46,    99,           6383.0,       64.475,         4.95569             
47,    121,          5829.0,       48.174,         9.55098             
48,    102,          6827.0,       66.931,         10.5624             
49,    91,           6747.0,       74.143,         8.0773              
50,    99,           6686.0,       67.535,         12.1775             
51,    106,          5128.0,       48.377,         10.8474             
52,    122,          5108.0,       41.869,         10.9205             
53,    125,          5358.0,       42.864,         16.1444             
54,    142,          4784.0,       33.690,         19.598              
55,    99,           3628.0,       36.646,         24.8932             
56,    102,          6435.0,       63.088,         11.2085             
57,    108,          5593.0,       51.787,         8.11627             
58,    97,           4875.0,       50.258,         24.6232             
59,    118,          5137.0,       43.534,         24.9889             
60,    117,          2744.0,       23.453,         44.3246             
61,    154,          4537.0,       29.461,         54.302              
62,    194,          3463.0,       17.851,         128.463             
63,    213,          3238.0,       15.202,         20.3572             
64,    128,          2870.0,       22.422,         4.99611             
65,    133,          5472.0,       41.143,         5.10436             
66,    157,          4294.0,       27.350,         4.84851             
67,    136,          4789.0,       35.213,         23.1545             
68,    158,          3461.0,       21.905,         6.7933              
69,    138,          2653.0,       19.225,         44.6216             
