Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     117,          48390.0,      413.590,        1.08393             
2,     185,          131320.0,     709.838,        2.26729             
3,     169,          139560.0,     825.799,        2.68992             
4,     71,           228910.0,     3224.085,       3.35616             
5,     4,            12150.0,      3037.500,       4.13254             
6,     17,           76560.0,      4503.529,       4.53699             
7,     1,            5310.0,       5310.000,       4.55624             
8,     15,           47890.0,      3192.667,       4.63486             
9,     11,           29610.0,      2691.818,       4.7174              
10,    1,            2770.0,       2770.000,       4.46289             
11,    70,           219800.0,     3140.000,       4.91502             
12,    30,           137470.0,     4582.333,       5.16319             
13,    51,           278400.0,     5458.824,       5.62323             
14,    29,           140760.0,     4853.793,       5.97395             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
16,    62,           165410.0,     2667.903,       6.45401             
17,    59,           130830.0,     2217.458,       6.99179             
18,    1,            3490.0,       3490.000,       7.2009              
19,    2,            8430.0,       4215.000,       7.35004             
20,    5,            15210.0,      3042.000,       7.28156             
21,    2,            6400.0,       3200.000,       6.97984             
22,    5,            25090.0,      5018.000,       5.96694             
23,    13,           57070.0,      4390.000,       5.55033             
24,    21,           45630.0,      2172.857,       5.03278             
25,    15,           79600.0,      5306.667,       4.81337             
26,    1,            4750.0,       4750.000,       5.27762             
27,    36,           166640.0,     4628.889,       5.47049             
28,    73,           250100.0,     3426.027,       5.55508             
29,    1,            4670.0,       4670.000,       5.22291             
30,    1,            5050.0,       5050.000,       5.33495             
31,    17,           73050.0,      4297.059,       5.39031             
32,    1,            2280.0,       2280.000,       5.50471             
33,    1,            5030.0,       5030.000,       5.74549             
34,    3,            14950.0,      4983.333,       5.37308             
35,    55,           255400.0,     4643.636,       5.31718             
36,    10,           35810.0,      3581.000,       5.43157             
37,    17,           69750.0,      4102.941,       5.68801             
38,    1,            2390.0,       2390.000,       5.9393              
39,    32,           141360.0,     4417.500,       6.36347             
40,    1,            5350.0,       5350.000,       6.36535             
41,    1,            4850.0,       4850.000,       5.82643             
42,    31,           109660.0,     3537.419,       5.40611             
43,    29,           63690.0,      2196.207,       5.17714             
44,    21,           39690.0,      1890.000,       5.20936             
45,    4,            11990.0,      2997.500,       5.5986              
46,    12,           31810.0,      2650.833,       6.44972             
47,    57,           182860.0,     3208.070,       6.31247             
48,    1,            5240.0,       5240.000,       6.38458             
49,    1,            140.0,        140.000,        6.49709             
50,    21,           82980.0,      3951.429,       6.71626             
51,    34,           65870.0,      1937.353,       6.93452             
52,    9,            25470.0,      2830.000,       6.86599             
53,    9,            37260.0,      4140.000,       6.60596             
54,    14,           27200.0,      1942.857,       6.68675             
55,    11,           37090.0,      3371.818,       6.70607             
