Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     235,          41695.0,      177.426,        1.44921             
2,     198,          38165.0,      192.753,        1.95122             
3,     268,          36020.0,      134.403,        2.40587             
4,     189,          48040.0,      254.180,        2.99218             
5,     219,          39955.0,      182.443,        3.49919             
6,     206,          38030.0,      184.612,        4.05558             
7,     228,          47145.0,      206.776,        4.48915             
8,     169,          64840.0,      383.669,        4.43897             
9,     205,          55650.0,      271.463,        4.81249             
10,    181,          65815.0,      363.619,        5.00079             
11,    151,          47720.0,      316.026,        5.25509             
12,    163,          62145.0,      381.258,        5.49968             
13,    180,          66330.0,      368.500,        5.79858             
14,    161,          71405.0,      443.509,        6.02563             
15,    144,          71675.0,      497.743,        6.51145             
16,    140,          77715.0,      555.107,        6.57856             
17,    141,          66050.0,      468.440,        6.44632             
18,    136,          79645.0,      585.625,        6.50391             
19,    135,          71105.0,      526.704,        6.63035             
20,    125,          50495.0,      403.960,        6.80152             
21,    144,          40180.0,      279.028,        6.99462             
22,    153,          54470.0,      356.013,        6.98723             
23,    143,          73195.0,      511.853,        7.27476             
24,    126,          82125.0,      651.786,        7.21858             
25,    132,          79100.0,      599.242,        7.51907             
26,    138,          75255.0,      545.326,        7.54259             
27,    156,          72575.0,      465.224,        7.42008             
28,    122,          68110.0,      558.279,        7.5685              
29,    135,          81055.0,      600.407,        7.47809             
30,    146,          72755.0,      498.322,        7.32987             
31,    128,          73160.0,      571.562,        7.32351             
32,    138,          68160.0,      493.913,        7.40407             
33,    138,          61735.0,      447.355,        7.56563             
34,    145,          78355.0,      540.379,        7.5962              
35,    139,          73190.0,      526.547,        7.47684             
36,    138,          77060.0,      558.406,        7.37163             
37,    136,          78605.0,      577.978,        7.34527             
38,    156,          65265.0,      418.365,        7.23212             
39,    134,          71705.0,      535.112,        7.4874              
40,    152,          79010.0,      519.803,        7.66272             
41,    128,          76430.0,      597.109,        7.66178             
42,    129,          47370.0,      367.209,        7.63587             
43,    135,          77645.0,      575.148,        7.693               
44,    166,          76050.0,      458.133,        7.36826             
45,    130,          74805.0,      575.423,        7.48135             
46,    142,          62355.0,      439.120,        7.59383             
47,    139,          81125.0,      583.633,        7.48414             
48,    135,          68465.0,      507.148,        7.65314             
49,    138,          84675.0,      613.587,        7.63303             
50,    137,          87040.0,      635.328,        7.79774             
51,    127,          76400.0,      601.575,        7.48899             
52,    130,          80620.0,      620.154,        7.63182             
53,    136,          72895.0,      535.993,        7.67248             
54,    147,          87085.0,      592.415,        7.81651             
55,    129,          71740.0,      556.124,        7.92629             
56,    129,          68680.0,      532.403,        7.9952              
57,    135,          85615.0,      634.185,        7.83422             
58,    140,          84340.0,      602.429,        7.64824             
59,    134,          70400.0,      525.373,        7.49848             
60,    159,          81835.0,      514.686,        7.37988             
61,    138,          73695.0,      534.022,        7.39403             
62,    162,          52500.0,      324.074,        7.56548             
63,    164,          81315.0,      495.823,        7.51266             
64,    150,          58075.0,      387.167,        7.53908             
65,    137,          82045.0,      598.869,        7.50171             
66,    138,          81640.0,      591.594,        7.30476             
67,    156,          79055.0,      506.763,        7.22331             
68,    131,          56480.0,      431.145,        7.18624             
69,    153,          81835.0,      534.869,        6.95704             
70,    145,          84295.0,      581.345,        6.8553              
71,    313,          14465.0,      46.214,         6.79784             
72,    139,          81725.0,      587.950,        6.91177             
73,    127,          81020.0,      637.953,        7.16803             
74,    129,          81355.0,      630.659,        7.10875             
75,    165,          75730.0,      458.970,        7.03359             
76,    143,          72055.0,      503.881,        7.11608             
77,    156,          82695.0,      530.096,        7.14999             
78,    141,          80440.0,      570.496,        7.03467             
79,    149,          83960.0,      563.490,        6.96274             
80,    133,          77025.0,      579.135,        7.12524             
81,    126,          83755.0,      664.722,        6.93723             
82,    141,          77285.0,      548.121,        6.947               
83,    139,          78155.0,      562.266,        7.14664             
84,    131,          84320.0,      643.664,        7.45296             
85,    137,          85415.0,      623.467,        7.70873             
86,    129,          82180.0,      637.054,        7.65472             
87,    145,          85315.0,      588.379,        7.62333             
88,    138,          82325.0,      596.558,        7.73243             
89,    141,          73940.0,      524.397,        7.8267              
90,    140,          82135.0,      586.679,        8.04811             
91,    150,          82220.0,      548.133,        7.8171              
92,    136,          79025.0,      581.066,        7.98131             
93,    125,          84370.0,      674.960,        7.8931              
94,    113,          70090.0,      620.265,        7.80809             
95,    137,          78315.0,      571.642,        7.81441             
96,    123,          80240.0,      652.358,        7.6195              
97,    136,          75240.0,      553.235,        7.61718             
98,    118,          50075.0,      424.364,        7.76062             
99,    132,          75895.0,      574.962,        7.84101             
100,   126,          77150.0,      612.302,        7.8521              
101,   127,          77910.0,      613.465,        8.14943             
102,   140,          69235.0,      494.536,        7.96542             
103,   136,          72660.0,      534.265,        7.95141             
104,   136,          70395.0,      517.610,        8.12738             
105,   120,          80840.0,      673.667,        7.86659             
106,   145,          77810.0,      536.621,        8.03936             
107,   138,          79690.0,      577.464,        8.07901             
108,   144,          51105.0,      354.896,        8.0346              
109,   134,          80790.0,      602.910,        7.86249             
110,   132,          68580.0,      519.545,        7.58974             
111,   147,          66970.0,      455.578,        7.73718             
112,   146,          68305.0,      467.842,        7.86579             
113,   119,          72415.0,      608.529,        7.84764             
114,   128,          48465.0,      378.633,        8.2131              
115,   144,          83445.0,      579.479,        8.23813             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
116,   121,          55710.0,      460.413,        9.46621             
117,   127,          74050.0,      583.071,        9.23974             
118,   124,          67665.0,      545.685,        9.48624             
119,   123,          61660.0,      501.301,        9.20557             
120,   169,          80625.0,      477.071,        9.19519             
121,   158,          78430.0,      496.392,        8.49333             
122,   136,          82420.0,      606.029,        8.2982              
123,   132,          78310.0,      593.258,        8.22029             
124,   125,          26260.0,      210.080,        8.05304             
125,   124,          74305.0,      599.234,        8.32867             
126,   114,          76075.0,      667.325,        8.09604             
127,   130,          34740.0,      267.231,        8.11971             
128,   131,          73155.0,      558.435,        8.2504              
129,   155,          74855.0,      482.935,        7.95065             
130,   115,          70150.0,      610.000,        8.09887             
131,   124,          80250.0,      647.177,        8.01979             
132,   131,          68760.0,      524.885,        8.00138             
133,   129,          81800.0,      634.109,        8.17804             
134,   123,          59665.0,      485.081,        8.61032             
135,   116,          70755.0,      609.957,        8.45068             
136,   110,          73825.0,      671.136,        8.59222             
137,   127,          86950.0,      684.646,        8.16947             
138,   124,          75105.0,      605.685,        8.46662             
139,   133,          77890.0,      585.639,        8.50732             
140,   128,          47805.0,      373.477,        8.38938             
141,   111,          68580.0,      617.838,        8.40298             
142,   130,          84535.0,      650.269,        8.26345             
143,   144,          80555.0,      559.410,        8.13567             
144,   140,          53730.0,      383.786,        8.28335             
145,   131,          91590.0,      699.160,        8.2692              
146,   131,          76315.0,      582.557,        8.36421             
147,   119,          72995.0,      613.403,        8.24501             
148,   128,          88220.0,      689.219,        8.08757             
149,   146,          79355.0,      543.527,        8.3355              
150,   122,          71725.0,      587.910,        8.28657             
151,   128,          71120.0,      555.625,        8.22968             
152,   116,          67560.0,      582.414,        8.19309             
153,   142,          83785.0,      590.035,        8.25782             
