Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     155,          -3255.0,      -21.000,        0.142885            
2,     130,          -2710.0,      -20.846,        0.0520797           
3,     142,          -2976.0,      -20.958,        0.0450976           
4,     142,          -2977.0,      -20.965,        0.0112005           
5,     66,           -1288.0,      -19.515,        -0.0408131          
6,     49,           -902.0,       -18.408,        -0.0868917          
7,     64,           -1201.0,      -18.766,        -0.099659           
8,     51,           -921.0,       -18.059,        -0.0942787          
9,     45,           -787.0,       -17.489,        -0.0361754          
10,    39,           -680.0,       -17.436,        0.0424227           
11,    38,           -651.0,       -17.132,        0.0310668           
12,    37,           -551.0,       -14.892,        0.0939511           
13,    41,           -718.0,       -17.512,        0.0975145           
14,    32,           -432.0,       -13.500,        0.152244            
15,    37,           -628.0,       -16.973,        0.210802            
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
16,    42,           -741.0,       -17.643,        0.246296            
17,    45,           -789.0,       -17.533,        0.317032            
18,    30,           -483.0,       -16.100,        0.380887            
19,    30,           -530.0,       -17.667,        0.433738            
20,    31,           -479.0,       -15.452,        0.479995            
21,    24,           -357.0,       -14.875,        0.512708            
22,    25,           -371.0,       -14.840,        0.57468             
23,    26,           -347.0,       -13.346,        0.628625            
24,    22,           -236.0,       -10.727,        0.691269            
25,    23,           -256.0,       -11.130,        0.74006             
26,    32,           -454.0,       -14.188,        0.798705            
27,    21,           -294.0,       -14.000,        0.846433            
28,    23,           -258.0,       -11.217,        0.886164            
29,    34,           -601.0,       -17.676,        0.935521            
30,    26,           -307.0,       -11.808,        0.991451            
31,    22,           -217.0,       -9.864,         1.00217             
32,    23,           -274.0,       -11.913,        1.0713              
33,    22,           -251.0,       -11.409,        1.10523             
34,    21,           -208.0,       -9.905,         1.13513             
35,    27,           -250.0,       -9.259,         1.19339             
36,    26,           -252.0,       -9.692,         1.2415              
37,    23,           -185.0,       -8.043,         1.29256             
38,    22,           -231.0,       -10.500,        1.31161             
39,    22,           -184.0,       -8.364,         1.3629              
40,    25,           -275.0,       -11.000,        1.37699             
41,    42,           -629.0,       -14.976,        1.43219             
42,    21,           -165.0,       -7.857,         1.44244             
43,    107,          -2236.0,      -20.897,        1.49097             
44,    22,           -134.0,       -6.091,         1.54104             
45,    41,           -638.0,       -15.561,        1.61214             
46,    21,           -85.0,        -4.048,         1.69416             
47,    27,           -72.0,        -2.667,         1.73991             
48,    20,           -255.0,       -12.750,        1.76558             
49,    22,           -218.0,       -9.909,         1.82663             
50,    26,           -277.0,       -10.654,        1.83121             
51,    37,           -559.0,       -15.108,        1.88737             
52,    25,           -295.0,       -11.800,        1.99014             
53,    17,           -118.0,       -6.941,         1.9528              
54,    18,           -110.0,       -6.111,         2.0473              
55,    22,           -177.0,       -8.045,         2.07302             
56,    24,           -164.0,       -6.833,         2.11156             
