Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     112,          4550.0,       40.625,         0.990799            
2,     65,           12350.0,      190.000,        1.42319             
3,     141,          11525.0,      81.738,         1.46056             
4,     91,           14550.0,      159.890,        1.50317             
5,     60,           17100.0,      285.000,        1.6999              
6,     46,           17750.0,      385.870,        1.85652             
7,     47,           23575.0,      501.596,        1.83661             
8,     71,           21850.0,      307.746,        1.80286             
9,     65,           25650.0,      394.615,        1.79274             
10,    47,           24925.0,      530.319,        1.68547             
11,    33,           25275.0,      765.909,        1.58279             
12,    52,           33250.0,      639.423,        1.50709             
13,    45,           32525.0,      722.778,        1.46772             
14,    46,           28850.0,      627.174,        1.36544             
15,    50,           38150.0,      763.000,        1.28669             
16,    53,           30325.0,      572.170,        1.18687             
17,    38,           32025.0,      842.763,        1.17121             
18,    51,           33425.0,      655.392,        1.14524             
19,    30,           27600.0,      920.000,        1.05692             
20,    46,           29675.0,      645.109,        0.966744            
21,    37,           30900.0,      835.135,        1.00603             
22,    56,           39375.0,      703.125,        0.983745            
23,    67,           41975.0,      626.493,        0.995574            
24,    65,           38550.0,      593.077,        1.01327             
25,    67,           43825.0,      654.104,        1.06823             
26,    77,           48150.0,      625.325,        1.04709             
27,    86,           38150.0,      443.605,        0.998667            
28,    72,           45175.0,      627.431,        1.01284             
29,    66,           35625.0,      539.773,        0.967773            
30,    90,           45675.0,      507.500,        0.967512            
31,    53,           27725.0,      523.113,        1.01227             
32,    63,           43625.0,      692.460,        0.944168            
33,    69,           35575.0,      515.580,        0.983629            
34,    73,           42450.0,      581.507,        0.990744            
35,    81,           33575.0,      414.506,        0.979163            
36,    97,           39175.0,      403.866,        0.932332            
37,    60,           42190.0,      703.167,        0.933269            
38,    67,           36925.0,      551.119,        0.923658            
39,    77,           67135.0,      871.883,        0.983449            
40,    73,           47395.0,      649.247,        1.1324              
41,    46,           29000.0,      630.435,        1.2202              
42,    72,           45765.0,      635.625,        1.31183             
43,    86,           25075.0,      291.570,        1.65556             
44,    47,           27100.0,      576.596,        2.19553             
45,    67,           51865.0,      774.104,        2.68526             
46,    33,           12325.0,      373.485,        3.11648             
47,    75,           25725.0,      343.000,        3.63923             
48,    123,          3000.0,       24.390,         3.78519             
49,    84,           27675.0,      329.464,        4.28757             
50,    82,           10575.0,      128.963,        7.70287             
51,    58,           8500.0,       146.552,        9.20379             
52,    25,           11225.0,      449.000,        11.6163             
53,    56,           23600.0,      421.429,        13.4073             
54,    63,           27400.0,      434.921,        11.9162             
55,    136,          51175.0,      376.287,        23.0966             
56,    68,           32775.0,      481.985,        38.9032             
57,    51,           14900.0,      292.157,        43.5525             
58,    129,          10550.0,      81.783,         41.1613             
59,    37,           12300.0,      332.432,        29.5125             
60,    37,           12150.0,      328.378,        15.4857             
61,    32,           12150.0,      379.688,        10.5079             
