Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     349,          1350.0,       3.868,          0.905926            
2,     452,          35025.0,      77.489,         1.09215             
3,     178,          13725.0,      77.107,         1.39848             
4,     125,          18025.0,      144.200,        2.11668             
5,     57,           16750.0,      293.860,        2.99754             
6,     27,           12525.0,      463.889,        3.50232             
7,     62,           6900.0,       111.290,        3.51296             
8,     99,           22350.0,      225.758,        3.38791             
9,     34,           16300.0,      479.412,        3.06571             
10,    61,           24750.0,      405.738,        2.64565             
11,    109,          23525.0,      215.826,        2.2536              
12,    70,           25800.0,      368.571,        1.95289             
13,    55,           26875.0,      488.636,        1.71395             
14,    59,           25900.0,      438.983,        1.60141             
15,    36,           24575.0,      682.639,        1.47345             
16,    28,           22900.0,      817.857,        1.39242             
17,    38,           25400.0,      668.421,        1.21839             
18,    35,           24650.0,      704.286,        1.15096             
19,    41,           24575.0,      599.390,        1.05146             
20,    30,           24325.0,      810.833,        0.979933            
21,    45,           23600.0,      524.444,        0.881782            
22,    38,           23600.0,      621.053,        0.851486            
23,    30,           24475.0,      815.833,        0.784709            
24,    28,           23250.0,      830.357,        0.744358            
25,    53,           25150.0,      474.528,        0.692465            
26,    29,           23025.0,      793.966,        0.627849            
27,    34,           25250.0,      742.647,        0.591389            
28,    29,           23500.0,      810.345,        0.548079            
29,    34,           25000.0,      735.294,        0.532875            
30,    33,           24350.0,      737.879,        0.537805            
31,    30,           23100.0,      770.000,        0.50705             
32,    35,           24875.0,      710.714,        0.511909            
33,    39,           24850.0,      637.179,        0.482522            
34,    28,           23950.0,      855.357,        0.47663             
35,    43,           25450.0,      591.860,        0.456886            
36,    42,           25650.0,      610.714,        0.453667            
37,    52,           26400.0,      507.692,        0.465798            
38,    34,           25250.0,      742.647,        0.419319            
39,    31,           24900.0,      803.226,        0.441591            
40,    33,           23900.0,      724.242,        0.411901            
41,    31,           23475.0,      757.258,        0.423559            
42,    34,           24450.0,      719.118,        0.432842            
43,    37,           26075.0,      704.730,        0.423624            
44,    29,           25200.0,      868.966,        0.452676            
45,    29,           24675.0,      850.862,        0.440866            
46,    33,           25200.0,      763.636,        0.427643            
47,    31,           24700.0,      796.774,        0.433157            
48,    48,           26700.0,      556.250,        0.447738            
49,    30,           24350.0,      811.667,        0.420276            
50,    188,          48375.0,      257.314,        0.436498            
51,    28,           24250.0,      866.071,        0.446873            
52,    35,           24600.0,      702.857,        0.425514            
53,    32,           24850.0,      776.562,        0.426168            
54,    31,           23150.0,      746.774,        0.418309            
55,    28,           23875.0,      852.679,        0.434903            
56,    30,           24650.0,      821.667,        0.444117            
57,    28,           23400.0,      835.714,        0.42442             
58,    63,           30700.0,      487.302,        0.405137            
59,    33,           24300.0,      736.364,        0.403999            
60,    35,           24075.0,      687.857,        0.392194            
61,    32,           24650.0,      770.312,        0.400811            
