Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     277,          20555.0,      74.206,         0.943711            
2,     205,          38065.0,      185.683,        1.75346             
3,     216,          45345.0,      209.931,        2.22422             
4,     206,          38135.0,      185.121,        2.48986             
5,     199,          44030.0,      221.256,        3.09807             
6,     218,          41285.0,      189.381,        3.77598             
7,     224,          47435.0,      211.763,        4.12782             
8,     180,          40680.0,      226.000,        4.15364             
9,     167,          43340.0,      259.521,        4.03759             
10,    183,          43310.0,      236.667,        4.46401             
11,    164,          44880.0,      273.659,        4.56346             
12,    158,          50750.0,      321.203,        5.03453             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
13,    157,          64680.0,      411.975,        5.21193             
14,    157,          60575.0,      385.828,        5.74864             
15,    158,          60825.0,      384.968,        5.85938             
16,    158,          53245.0,      336.994,        6.14828             
17,    144,          52135.0,      362.049,        6.37172             
18,    157,          76940.0,      490.064,        6.48602             
19,    152,          79510.0,      523.092,        6.83678             
20,    164,          60555.0,      369.238,        7.07804             
21,    171,          17785.0,      104.006,        7.21589             
22,    151,          67420.0,      446.490,        7.07273             
23,    157,          69885.0,      445.127,        6.98981             
24,    138,          76300.0,      552.899,        6.96825             
25,    136,          72800.0,      535.294,        7.20142             
26,    138,          72330.0,      524.130,        7.27094             
27,    139,          41005.0,      295.000,        7.17047             
28,    138,          64970.0,      470.797,        7.23034             
29,    137,          70710.0,      516.131,        7.02416             
30,    176,          72560.0,      412.273,        7.07452             
31,    142,          69080.0,      486.479,        7.23248             
32,    154,          76680.0,      497.922,        7.29835             
33,    170,          30110.0,      177.118,        7.23496             
34,    145,          78835.0,      543.690,        6.76025             
35,    155,          74530.0,      480.839,        6.83866             
36,    135,          79285.0,      587.296,        6.76199             
37,    131,          60625.0,      462.786,        6.6217              
38,    130,          58205.0,      447.731,        6.73857             
39,    142,          53105.0,      373.979,        6.76151             
40,    151,          73130.0,      484.305,        6.83056             
41,    146,          72800.0,      498.630,        6.79513             
42,    145,          78020.0,      538.069,        6.4673              
43,    156,          81940.0,      525.256,        6.67134             
44,    146,          85780.0,      587.534,        6.67581             
45,    151,          84715.0,      561.026,        6.66937             
46,    144,          77865.0,      540.729,        6.88428             
47,    143,          80210.0,      560.909,        6.95876             
48,    133,          80695.0,      606.729,        6.96955             
49,    141,          67350.0,      477.660,        6.8437              
50,    127,          70350.0,      553.937,        6.78985             
