Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     44,           6365.0,       144.659,        0.864024            
2,     133,          20645.0,      155.226,        1.58697             
3,     72,           23300.0,      323.611,        2.24362             
4,     1,            70.0,         70.000,         2.59492             
5,     23,           91980.0,      3999.130,       3.01763             
6,     15,           57520.0,      3834.667,       3.88949             
7,     30,           122370.0,     4079.000,       4.27648             
8,     34,           117195.0,     3446.912,       4.53571             
9,     33,           43400.0,      1315.152,       4.92435             
10,    66,           105165.0,     1593.409,       5.11241             
11,    12,           24120.0,      2010.000,       5.41831             
12,    23,           75920.0,      3300.870,       5.57934             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
13,    25,           127975.0,     5119.000,       5.20927             
14,    14,           51115.0,      3651.071,       5.6897              
15,    1,            70.0,         70.000,         5.84442             
16,    12,           26075.0,      2172.917,       5.99316             
17,    1,            5290.0,       5290.000,       6.03637             
18,    26,           166050.0,     6386.538,       6.13372             
19,    33,           140280.0,     4250.909,       6.42984             
20,    44,           101920.0,     2316.364,       6.52233             
21,    94,           36955.0,      393.138,        6.53365             
22,    1,            70.0,         70.000,         6.44347             
23,    1,            70.0,         70.000,         6.44571             
24,    48,           127455.0,     2655.312,       6.40021             
25,    5,            11025.0,      2205.000,       6.32325             
26,    36,           153085.0,     4252.361,       6.50217             
27,    32,           52420.0,      1638.125,       6.5029              
28,    53,           106415.0,     2007.830,       6.82617             
29,    40,           108130.0,     2703.250,       6.77538             
30,    59,           124090.0,     2103.220,       6.81359             
31,    24,           34880.0,      1453.333,       6.85498             
32,    44,           79035.0,      1796.250,       6.84293             
33,    77,           49215.0,      639.156,        6.82863             
34,    29,           173905.0,     5996.724,       6.47813             
35,    41,           66415.0,      1619.878,       6.53557             
36,    1,            70.0,         70.000,         6.40059             
37,    14,           37040.0,      2645.714,       6.38285             
38,    69,           56750.0,      822.464,        6.44104             
39,    36,           90925.0,      2525.694,       6.45895             
40,    2,            670.0,        335.000,        6.32804             
41,    46,           126360.0,     2746.957,       6.42297             
42,    49,           74605.0,      1522.551,       6.2341              
43,    44,           130655.0,     2969.432,       6.44353             
44,    36,           129380.0,     3593.889,       6.55195             
45,    35,           120380.0,     3439.429,       6.46527             
46,    2,            8300.0,       4150.000,       6.32266             
47,    11,           43215.0,      3928.636,       6.2678              
48,    56,           129690.0,     2315.893,       6.36078             
49,    47,           98815.0,      2102.447,       6.29255             
