Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     5,            2310.0,       462.000,        1.1968              
2,     161,          87370.0,      542.671,        2.12376             
3,     191,          105720.0,     553.508,        2.62318             
4,     127,          184850.0,     1455.512,       3.47247             
5,     60,           133280.0,     2221.333,       4.12095             
6,     41,           131920.0,     3217.561,       4.6618              
7,     12,           49620.0,      4135.000,       4.92164             
8,     21,           53910.0,      2567.143,       4.63973             
9,     1,            3090.0,       3090.000,       4.85034             
10,    1,            4740.0,       4740.000,       4.62248             
11,    10,           22850.0,      2285.000,       4.84422             
12,    63,           90740.0,      1440.317,       4.72849             
13,    24,           45690.0,      1903.750,       4.69514             
14,    36,           176040.0,     4890.000,       5.08706             
15,    68,           208740.0,     3069.706,       5.08117             
16,    55,           168720.0,     3067.636,       4.9051              
17,    112,          80660.0,      720.179,        4.74489             
18,    5,            9120.0,       1824.000,       4.66775             
19,    1,            5150.0,       5150.000,       4.13878             
20,    67,           67010.0,      1000.149,       3.8892              
21,    55,           147190.0,     2676.182,       4.04935             
22,    25,           84150.0,      3366.000,       4.27989             
23,    17,           48860.0,      2874.118,       4.41931             
24,    39,           86420.0,      2215.897,       4.6449              
25,    2,            3680.0,       1840.000,       4.02432             
26,    70,           90470.0,      1292.429,       3.8819              
27,    8,            29690.0,      3711.250,       4.34683             
28,    1,            4700.0,       4700.000,       4.10549             
29,    52,           139680.0,     2686.154,       4.07911             
30,    1,            4910.0,       4910.000,       3.75709             
31,    53,           109970.0,     2074.906,       3.63175             
32,    36,           63020.0,      1750.556,       3.05642             
33,    25,           36730.0,      1469.200,       2.58889             
34,    68,           71720.0,      1054.706,       3.06414             
35,    3,            12240.0,      4080.000,       2.94537             
36,    1,            3890.0,       3890.000,       4.12856             
37,    1,            5340.0,       5340.000,       4.40917             
38,    37,           111880.0,     3023.784,       4.0626              
39,    1,            5060.0,       5060.000,       3.78982             
40,    33,           129900.0,     3936.364,       3.36994             
41,    130,          34750.0,      267.308,        3.35649             
42,    3,            11690.0,      3896.667,       3.83492             
43,    44,           174170.0,     3958.409,       4.47983             
44,    51,           196480.0,     3852.549,       5.03877             
45,    53,           119590.0,     2256.415,       4.96588             
46,    35,           142980.0,     4085.143,       4.92191             
47,    3,            13330.0,      4443.333,       5.03652             
48,    9,            40830.0,      4536.667,       4.73937             
49,    21,           81800.0,      3895.238,       4.66867             
50,    28,           111690.0,     3988.929,       4.41957             
51,    45,           190220.0,     4227.111,       4.28232             
52,    46,           188160.0,     4090.435,       4.0654              
53,    25,           97380.0,      3895.200,       3.99688             
54,    4,            12180.0,      3045.000,       3.85882             
55,    9,            23070.0,      2563.333,       3.72684             
56,    1,            200.0,        200.000,        4.26281             
57,    20,           47060.0,      2353.000,       4.38181             
58,    1,            5400.0,       5400.000,       4.50747             
59,    1,            4550.0,       4550.000,       4.95135             
60,    46,           76090.0,      1654.130,       4.2082              
61,    8,            30900.0,      3862.500,       4.17426             
62,    11,           42430.0,      3857.273,       4.1437              
63,    21,           109250.0,     5202.381,       3.84659             
64,    1,            5050.0,       5050.000,       4.19252             
65,    16,           36910.0,      2306.875,       4.26273             
66,    58,           236540.0,     4078.276,       4.26349             
67,    1,            5070.0,       5070.000,       4.31747             
68,    14,           74790.0,      5342.143,       3.98591             
69,    24,           129790.0,     5407.917,       4.06067             
70,    34,           55030.0,      1618.529,       4.0475              
71,    40,           169490.0,     4237.250,       4.15338             
72,    58,           156540.0,     2698.966,       4.25285             
73,    1,            4820.0,       4820.000,       4.29926             
74,    1,            5200.0,       5200.000,       4.32651             
75,    1,            6000.0,       6000.000,       3.90921             
76,    13,           60300.0,      4638.462,       3.89508             
77,    54,           211080.0,     3908.889,       3.88606             
78,    51,           176650.0,     3463.725,       4.0597              
79,    53,           77020.0,      1453.208,       4.43208             
80,    16,           40980.0,      2561.250,       4.18191             
81,    49,           167820.0,     3424.898,       4.28255             
82,    53,           280140.0,     5285.660,       4.29397             
83,    1,            4630.0,       4630.000,       4.52149             
84,    1,            4970.0,       4970.000,       4.73963             
85,    4,            11850.0,      2962.500,       4.89629             
86,    18,           94700.0,      5261.111,       4.71955             
87,    23,           60860.0,      2646.087,       4.29531             
88,    4,            21440.0,      5360.000,       3.76726             
89,    22,           100110.0,     4550.455,       3.76995             
90,    63,           178750.0,     2837.302,       4.09523             
91,    59,           104680.0,     1774.237,       4.53638             
92,    38,           172460.0,     4538.421,       4.78063             
93,    2,            9360.0,       4680.000,       4.85145             
94,    2,            6520.0,       3260.000,       4.80387             
95,    2,            5080.0,       2540.000,       4.49195             
96,    62,           129890.0,     2095.000,       3.79245             
97,    4,            18310.0,      4577.500,       3.62594             
98,    35,           93530.0,      2672.286,       3.44262             
99,    8,            38630.0,      4828.750,       3.58764             
100,   7,            24360.0,      3480.000,       3.55354             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
102,   70,           225560.0,     3222.286,       5.35141             
103,   1,            4970.0,       4970.000,       5.91237             
104,   1,            4510.0,       4510.000,       6.25101             
105,   3,            2860.0,       953.333,        5.57502             
106,   1,            4530.0,       4530.000,       5.37396             
107,   22,           56980.0,      2590.000,       5.98956             
108,   71,           123500.0,     1739.437,       5.14769             
109,   58,           156030.0,     2690.172,       5.18486             
110,   47,           72550.0,      1543.617,       5.53035             
111,   4,            14950.0,      3737.500,       6.546               
112,   1,            720.0,        720.000,        6.92382             
113,   32,           74200.0,      2318.750,       8.29709             
114,   4,            6770.0,       1692.500,       8.8257              
115,   16,           35670.0,      2229.375,       8.87272             
116,   1,            540.0,        540.000,        8.91102             
117,   2,            5590.0,       2795.000,       12.8137             
118,   40,           80610.0,      2015.250,       14.6447             
119,   79,           71650.0,      906.962,        18.3726             
120,   16,           47140.0,      2946.250,       18.5385             
121,   1,            5300.0,       5300.000,       19.5256             
122,   29,           53850.0,      1856.897,       22.1513             
123,   1,            540.0,        540.000,        18.6422             
124,   31,           126630.0,     4084.839,       24.8346             
125,   30,           104170.0,     3472.333,       21.6369             
126,   23,           55600.0,      2417.391,       19.951              
127,   40,           93610.0,      2340.250,       30.3711             
128,   6,            15250.0,      2541.667,       27.3932             
129,   3,            11410.0,      3803.333,       23.955              
130,   9,            35750.0,      3972.222,       20.7239             
131,   10,           18720.0,      1872.000,       24.7818             
132,   12,           11700.0,      975.000,        26.7368             
133,   26,           59140.0,      2274.615,       30.8167             
134,   25,           54270.0,      2170.800,       33.9929             
