Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     1,            70.0,         70.000,         0.948825            
2,     139,          16925.0,      121.763,        1.92806             
3,     119,          20430.0,      171.681,        2.52624             
4,     1,            265.0,        265.000,        3.62911             
5,     1,            60.0,         60.000,         4.23837             
6,     22,           24055.0,      1093.409,       5.24332             
7,     25,           114525.0,     4581.000,       5.49509             
8,     40,           122195.0,     3054.875,       5.66417             
9,     1,            340.0,        340.000,        6.20022             
10,    60,           16920.0,      282.000,        6.48842             
11,    32,           91580.0,      2861.875,       6.73274             
12,    29,           110180.0,     3799.310,       6.75858             
13,    6,            19300.0,      3216.667,       7.10621             
14,    28,           104395.0,     3728.393,       7.08842             
15,    6,            27205.0,      4534.167,       7.02039             
16,    1,            265.0,        265.000,        6.94756             
17,    1,            150.0,        150.000,        7.0273              
18,    6,            8290.0,       1381.667,       6.96705             
19,    28,           78035.0,      2786.964,       6.88318             
20,    49,           116790.0,     2383.469,       7.14105             
21,    34,           148190.0,     4358.529,       7.06914             
22,    62,           95545.0,      1541.048,       7.18484             
23,    1,            1220.0,       1220.000,       7.38872             
24,    26,           90065.0,      3464.038,       7.44453             
25,    34,           134990.0,     3970.294,       7.19                
26,    29,           108505.0,     3741.552,       7.18865             
27,    42,           128500.0,     3059.524,       7.21402             
28,    1,            1200.0,       1200.000,       7.35916             
29,    40,           118565.0,     2964.125,       7.44566             
30,    39,           139705.0,     3582.179,       7.55825             
31,    35,           145600.0,     4160.000,       7.49245             
32,    38,           136640.0,     3595.789,       7.67462             
33,    17,           40840.0,      2402.353,       7.77371             
34,    3,            6505.0,       2168.333,       7.67894             
35,    40,           160070.0,     4001.750,       7.61221             
36,    34,           148630.0,     4371.471,       7.27068             
37,    74,           106880.0,     1444.324,       7.32173             
38,    45,           101800.0,     2262.222,       7.19973             
39,    1,            70.0,         70.000,         7.06838             
40,    44,           147035.0,     3341.705,       7.01406             
41,    14,           65740.0,      4695.714,       7.07602             
42,    16,           63410.0,      3963.125,       7.11275             
43,    39,           152185.0,     3902.179,       7.1553              
44,    11,           47215.0,      4292.273,       7.48877             
45,    30,           63930.0,      2131.000,       7.51142             
