Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     1,            140.0,        140.000,        1.03833             
2,     247,          62920.0,      254.737,        1.56029             
3,     201,          81050.0,      403.234,        2.52836             
4,     102,          131520.0,     1289.412,       3.35748             
5,     1,            5290.0,       5290.000,       3.99098             
6,     10,           43680.0,      4368.000,       4.41051             
7,     3,            11180.0,      3726.667,       4.99608             
8,     2,            11700.0,      5850.000,       4.90437             
9,     17,           101830.0,     5990.000,       4.86786             
10,    5,            25790.0,      5158.000,       5.02787             
11,    1,            2730.0,       2730.000,       5.02627             
12,    46,           252910.0,     5498.043,       4.90972             
13,    42,           225920.0,     5379.048,       5.27941             
14,    20,           99230.0,      4961.500,       5.56429             
15,    3,            15840.0,      5280.000,       5.28806             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
16,    4,            17130.0,      4282.500,       6.49861             
17,    2,            8650.0,       4325.000,       7.13467             
18,    77,           302020.0,     3922.338,       8.15673             
19,    1,            4590.0,       4590.000,       7.80958             
20,    6,            26630.0,      4438.333,       7.98287             
21,    1,            5670.0,       5670.000,       8.18543             
22,    1,            5190.0,       5190.000,       7.3391              
23,    1,            4340.0,       4340.000,       6.40021             
24,    20,           51390.0,      2569.500,       5.17194             
25,    9,            39010.0,      4334.444,       4.24018             
26,    44,           209880.0,     4770.000,       4.33963             
27,    3,            11080.0,      3693.333,       4.27004             
28,    1,            5110.0,       5110.000,       4.82847             
29,    1,            4450.0,       4450.000,       4.38173             
30,    74,           77270.0,      1044.189,       4.33593             
31,    5,            24640.0,      4928.000,       4.54707             
32,    2,            8670.0,       4335.000,       4.80807             
33,    3,            12480.0,      4160.000,       5.65398             
34,    1,            2660.0,       2660.000,       5.49157             
35,    9,            26830.0,      2981.111,       5.91095             
36,    6,            28940.0,      4823.333,       6.10681             
37,    40,           122130.0,     3053.250,       5.61145             
38,    52,           183800.0,     3534.615,       6.4083              
39,    5,            19130.0,      3826.000,       6.40535             
40,    19,           57520.0,      3027.368,       6.09831             
41,    15,           19080.0,      1272.000,       6.22677             
42,    51,           91280.0,      1789.804,       5.68545             
43,    2,            9820.0,       4910.000,       5.19728             
44,    77,           209610.0,     2722.208,       4.79891             
45,    3,            13480.0,      4493.333,       4.11818             
46,    32,           72740.0,      2273.125,       3.97841             
47,    1,            200.0,        200.000,        4.25291             
48,    20,           51920.0,      2596.000,       4.69079             
49,    4,            12920.0,      3230.000,       4.86748             
50,    3,            12240.0,      4080.000,       5.1911              
51,    20,           57130.0,      2856.500,       5.31195             
52,    1,            2540.0,       2540.000,       5.18538             
53,    1,            4100.0,       4100.000,       5.68826             
54,    17,           69770.0,      4104.118,       5.29885             
55,    43,           163600.0,     3804.651,       4.87784             
56,    1,            200.0,        200.000,        4.97362             
