Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     362,          12330.0,      34.061,         0.942705            
2,     377,          21115.0,      56.008,         1.53853             
3,     518,          14285.0,      27.577,         1.86902             
4,     347,          23435.0,      67.536,         1.9125              
5,     282,          37200.0,      131.915,        2.36512             
6,     252,          20270.0,      80.437,         2.49476             
7,     154,          50430.0,      327.468,        2.75179             
8,     144,          39385.0,      273.507,        2.96143             
9,     161,          44445.0,      276.056,        3.45859             
10,    175,          62190.0,      355.371,        3.71219             
11,    198,          22100.0,      111.616,        4.02819             
12,    171,          65745.0,      384.474,        4.13691             
13,    157,          72625.0,      462.580,        4.20441             
14,    169,          58575.0,      346.598,        4.43231             
15,    155,          60070.0,      387.548,        4.50999             
16,    141,          69685.0,      494.220,        4.82835             
17,    150,          68190.0,      454.600,        5.2338              
18,    172,          45980.0,      267.326,        5.29705             
19,    149,          69020.0,      463.221,        5.42742             
20,    132,          65415.0,      495.568,        5.54383             
21,    177,          64535.0,      364.605,        5.66404             
22,    154,          71840.0,      466.494,        6.10069             
23,    142,          70710.0,      497.958,        6.2853              
24,    170,          67160.0,      395.059,        6.44522             
25,    161,          65250.0,      405.280,        6.22377             
26,    149,          71025.0,      476.678,        6.20359             
27,    139,          75265.0,      541.475,        6.26868             
28,    139,          58645.0,      421.906,        6.34242             
29,    151,          76920.0,      509.404,        6.22162             
30,    137,          77630.0,      566.642,        6.17402             
31,    153,          61265.0,      400.425,        6.1953              
32,    136,          77460.0,      569.559,        6.16395             
33,    161,          60680.0,      376.894,        6.06563             
34,    146,          78465.0,      537.432,        6.02923             
35,    159,          79760.0,      501.635,        5.94616             
36,    147,          81885.0,      557.041,        6.12221             
37,    132,          66410.0,      503.106,        6.22991             
38,    132,          71985.0,      545.341,        6.16095             
39,    127,          78475.0,      617.913,        6.01233             
40,    150,          78105.0,      520.700,        6.14963             
41,    152,          79610.0,      523.750,        6.23446             
42,    165,          69060.0,      418.545,        6.33883             
43,    136,          72905.0,      536.066,        6.45145             
44,    138,          76165.0,      551.920,        6.39478             
45,    139,          80110.0,      576.331,        6.34342             
46,    143,          82525.0,      577.098,        6.49983             
47,    149,          83725.0,      561.913,        6.27052             
48,    152,          56545.0,      372.007,        6.44463             
49,    134,          82890.0,      618.582,        6.33791             
50,    136,          78745.0,      579.007,        6.32641             
51,    153,          79910.0,      522.288,        6.31443             
52,    145,          84220.0,      580.828,        6.32776             
53,    142,          71955.0,      506.725,        6.23768             
54,    133,          74775.0,      562.218,        6.13193             
55,    146,          69865.0,      478.527,        6.041               
56,    137,          80235.0,      585.657,        6.13198             
57,    133,          75250.0,      565.789,        6.13809             
58,    134,          83340.0,      621.940,        5.97406             
59,    148,          71030.0,      479.932,        5.93942             
60,    150,          81575.0,      543.833,        5.90787             
61,    132,          83470.0,      632.348,        5.97835             
62,    141,          82825.0,      587.411,        6.00874             
63,    138,          83395.0,      604.312,        5.72629             
64,    129,          77565.0,      601.279,        5.87089             
65,    139,          82660.0,      594.676,        5.86391             
66,    137,          83205.0,      607.336,        5.84345             
67,    145,          78530.0,      541.586,        5.80511             
68,    146,          83360.0,      570.959,        5.94296             
