Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     111,          -2320.0,      -20.901,        0.473522            
2,     136,          -2855.0,      -20.993,        0.58822             
3,     118,          -2419.0,      -20.500,        0.683032            
4,     149,          -3101.0,      -20.812,        0.632869            
5,     67,           -1231.0,      -18.373,        0.545404            
6,     58,           -1038.0,      -17.897,        0.507389            
7,     61,           -1121.0,      -18.377,        0.537321            
8,     52,           -897.0,       -17.250,        0.467259            
9,     40,           -585.0,       -14.625,        0.482119            
10,    39,           -649.0,       -16.641,        0.555587            
11,    38,           -613.0,       -16.132,        0.695542            
12,    32,           -450.0,       -14.062,        0.795098            
13,    61,           -1160.0,      -19.016,        0.948367            
14,    33,           -561.0,       -17.000,        0.935015            
15,    33,           -482.0,       -14.606,        1.12404             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
16,    31,           -403.0,       -13.000,        1.09774             
17,    34,           -516.0,       -15.176,        1.15987             
18,    30,           -430.0,       -14.333,        1.2877              
19,    30,           -357.0,       -11.900,        1.52084             
20,    65,           -1278.0,      -19.662,        1.56315             
21,    24,           -281.0,       -11.708,        1.69176             
22,    24,           -294.0,       -12.250,        1.95037             
23,    20,           -196.0,       -9.800,         1.99396             
24,    23,           -195.0,       -8.478,         1.99431             
25,    26,           -301.0,       -11.577,        1.99471             
26,    29,           -314.0,       -10.828,        2.21727             
27,    66,           -1276.0,      -19.333,        2.40524             
28,    25,           -268.0,       -10.720,        2.22687             
29,    22,           -179.0,       -8.136,         2.72462             
30,    23,           -216.0,       -9.391,         2.68968             
31,    20,           -188.0,       -9.400,         2.66966             
32,    33,           -566.0,       -17.152,        2.76636             
33,    16,           -117.0,       -7.312,         2.89064             
34,    20,           -131.0,       -6.550,         3.00274             
35,    28,           -466.0,       -16.643,        3.06588             
36,    17,           -144.0,       -8.471,         2.98018             
37,    25,           -224.0,       -8.960,         3.01767             
38,    19,           -174.0,       -9.158,         2.96653             
39,    26,           -169.0,       -6.500,         3.13214             
40,    22,           -225.0,       -10.227,        3.32914             
41,    22,           -232.0,       -10.545,        3.33231             
42,    28,           -412.0,       -14.714,        3.3665              
43,    29,           -517.0,       -17.828,        3.60944             
44,    20,           -268.0,       -13.400,        3.80422             
45,    21,           -214.0,       -10.190,        3.86606             
46,    23,           -218.0,       -9.478,         3.8211              
47,    19,           -113.0,       -5.947,         4.07673             
48,    23,           -202.0,       -8.783,         4.19116             
49,    39,           -616.0,       -15.795,        4.15699             
50,    26,           -106.0,       -4.077,         4.22825             
51,    24,           -252.0,       -10.500,        4.12638             
52,    28,           -323.0,       -11.536,        4.16949             
53,    29,           -378.0,       -13.034,        4.149               
54,    25,           -280.0,       -11.200,        4.17845             
