Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     226,          29750.0,      131.637,        1.48714             
2,     297,          12185.0,      41.027,         2.3588              
3,     203,          31895.0,      157.118,        2.60701             
4,     188,          44640.0,      237.447,        3.09226             
5,     201,          44335.0,      220.572,        3.39845             
6,     232,          18400.0,      79.310,         3.71644             
7,     207,          29295.0,      141.522,        4.12796             
8,     190,          32575.0,      171.447,        4.18124             
9,     176,          63475.0,      360.653,        4.55514             
10,    230,          47885.0,      208.196,        5.23117             
11,    160,          16845.0,      105.281,        5.47538             
12,    160,          41185.0,      257.406,        6.11568             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
13,    172,          51275.0,      298.110,        5.99267             
14,    164,          53205.0,      324.421,        6.63181             
15,    148,          28700.0,      193.919,        7.23014             
16,    165,          77445.0,      469.364,        7.68709             
17,    153,          42245.0,      276.111,        8.08252             
18,    157,          63960.0,      407.389,        7.98451             
19,    151,          48310.0,      319.934,        8.06352             
20,    154,          67775.0,      440.097,        8.05197             
21,    163,          62275.0,      382.055,        8.14926             
22,    143,          75140.0,      525.455,        8.16221             
23,    160,          72295.0,      451.844,        8.07549             
24,    162,          36505.0,      225.340,        8.31013             
25,    141,          65415.0,      463.936,        8.28502             
26,    155,          71820.0,      463.355,        8.22782             
27,    147,          68045.0,      462.891,        8.1319              
28,    148,          69505.0,      469.628,        8.38324             
29,    154,          73545.0,      477.565,        8.45824             
30,    139,          71250.0,      512.590,        7.91235             
31,    162,          74825.0,      461.883,        8.08392             
32,    142,          40890.0,      287.958,        7.72472             
33,    119,          67330.0,      565.798,        7.78298             
34,    142,          72200.0,      508.451,        7.95262             
35,    129,          77685.0,      602.209,        8.35934             
36,    139,          50150.0,      360.791,        8.51964             
37,    139,          79615.0,      572.770,        8.98061             
38,    141,          80630.0,      571.844,        9.07002             
39,    147,          41675.0,      283.503,        8.88648             
40,    133,          59695.0,      448.835,        8.60354             
41,    145,          72775.0,      501.897,        8.2403              
42,    149,          64475.0,      432.718,        7.93877             
43,    134,          74400.0,      555.224,        8.14104             
44,    133,          75820.0,      570.075,        8.41581             
45,    154,          76850.0,      499.026,        8.11352             
46,    155,          73760.0,      475.871,        8.21197             
47,    156,          61740.0,      395.769,        8.36529             
