Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     170,          116350.0,     684.412,        1.20052             
2,     213,          54430.0,      255.540,        2.1268              
3,     189,          106610.0,     564.074,        2.22233             
4,     6,            1760.0,       293.333,        2.8734              
5,     3,            2280.0,       760.000,        3.38784             
6,     21,           83600.0,      3980.952,       3.77367             
7,     3,            12900.0,      4300.000,       4.06924             
8,     9,            36150.0,      4016.667,       4.1192              
9,     37,           128370.0,     3469.459,       3.9943              
10,    3,            8420.0,       2806.667,       4.12954             
11,    57,           228080.0,     4001.404,       4.10775             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
13,    22,           107920.0,     4905.455,       4.82975             
14,    1,            2450.0,       2450.000,       5.24939             
15,    54,           168640.0,     3122.963,       5.80188             
16,    1,            5020.0,       5020.000,       6.29834             
17,    38,           162240.0,     4269.474,       6.79369             
18,    2,            8830.0,       4415.000,       6.5529              
19,    2,            5850.0,       2925.000,       6.24528             
20,    61,           115740.0,     1897.377,       6.16734             
21,    50,           64130.0,      1282.600,       6.26472             
22,    70,           197450.0,     2820.714,       5.80758             
23,    3,            9740.0,       3246.667,       5.56504             
24,    1,            4200.0,       4200.000,       5.69569             
25,    1,            5250.0,       5250.000,       5.67577             
26,    1,            4920.0,       4920.000,       5.57797             
27,    71,           93310.0,      1314.225,       5.77924             
28,    36,           73850.0,      2051.389,       5.74029             
29,    5,            21620.0,      4324.000,       5.67066             
30,    4,            13180.0,      3295.000,       5.55242             
31,    4,            16670.0,      4167.500,       5.12934             
32,    1,            5020.0,       5020.000,       5.17725             
33,    15,           56870.0,      3791.333,       5.50669             
34,    7,            18900.0,      2700.000,       5.41106             
35,    1,            5580.0,       5580.000,       5.6491              
36,    2,            7940.0,       3970.000,       5.45671             
37,    4,            19500.0,      4875.000,       5.61225             
38,    1,            5260.0,       5260.000,       5.97831             
39,    1,            5370.0,       5370.000,       5.92384             
40,    5,            25530.0,      5106.000,       6.08392             
41,    7,            28660.0,      4094.286,       6.30826             
42,    5,            16180.0,      3236.000,       5.83509             
43,    2,            8980.0,       4490.000,       5.66694             
44,    40,           129290.0,     3232.250,       5.58866             
45,    22,           73030.0,      3319.545,       5.53753             
46,    6,            17270.0,      2878.333,       5.70599             
47,    66,           288560.0,     4372.121,       5.84532             
