Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     208,          91470.0,      439.760,        1.24774             
2,     193,          96140.0,      498.135,        2.16678             
3,     105,          72280.0,      688.381,        2.5957              
4,     91,           163480.0,     1796.484,       3.10978             
5,     1,            4720.0,       4720.000,       3.73559             
6,     53,           251970.0,     4754.151,       4.10238             
7,     49,           233370.0,     4762.653,       4.18728             
8,     7,            10690.0,      1527.143,       4.12756             
9,     5,            20230.0,      4046.000,       4.05037             
10,    8,            16240.0,      2030.000,       4.04529             
11,    1,            2200.0,       2200.000,       4.06634             
12,    63,           150900.0,     2395.238,       3.76441             
13,    1,            4970.0,       4970.000,       4.05087             
14,    1,            4560.0,       4560.000,       3.99704             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
16,    2,            8840.0,       4420.000,       5.60381             
17,    82,           170730.0,     2082.073,       5.81013             
18,    55,           255530.0,     4646.000,       6.09537             
19,    4,            15150.0,      3787.500,       6.04017             
20,    37,           159290.0,     4305.135,       6.07715             
21,    3,            11260.0,      3753.333,       5.67127             
22,    15,           50730.0,      3382.000,       4.96729             
23,    23,           97440.0,      4236.522,       4.47902             
24,    5,            21480.0,      4296.000,       3.96914             
25,    64,           223880.0,     3498.125,       3.81686             
26,    8,            37290.0,      4661.250,       3.99583             
27,    3,            8990.0,       2996.667,       3.79252             
28,    1,            4810.0,       4810.000,       4.07609             
29,    70,           340100.0,     4858.571,       4.0604              
30,    1,            5350.0,       5350.000,       4.31371             
31,    5,            11470.0,      2294.000,       4.96666             
32,    21,           69700.0,      3319.048,       5.04091             
33,    63,           248430.0,     3943.333,       5.1364              
34,    6,            22400.0,      3733.333,       5.02841             
35,    8,            42170.0,      5271.250,       4.95117             
36,    23,           112650.0,     4897.826,       5.18293             
37,    1,            5310.0,       5310.000,       5.096               
38,    1,            5260.0,       5260.000,       4.92265             
39,    1,            4700.0,       4700.000,       4.35483             
40,    24,           106560.0,     4440.000,       4.26526             
41,    68,           211890.0,     3116.029,       4.13716             
42,    17,           71800.0,      4223.529,       4.04419             
43,    1,            5080.0,       5080.000,       4.20831             
44,    66,           303410.0,     4597.121,       4.29874             
45,    1,            5090.0,       5090.000,       4.70412             
46,    1,            5080.0,       5080.000,       4.28641             
47,    1,            5200.0,       5200.000,       4.35188             
48,    6,            21650.0,      3608.333,       4.29082             
49,    19,           96980.0,      5104.211,       4.39506             
50,    1,            4210.0,       4210.000,       4.52606             
51,    65,           263830.0,     4058.923,       4.8686              
52,    4,            14530.0,      3632.500,       4.73989             
53,    1,            2170.0,       2170.000,       4.60173             
54,    83,           399450.0,     4812.651,       4.53279             
55,    10,           43990.0,      4399.000,       4.30533             
56,    56,           198230.0,     3539.821,       4.46368             
57,    3,            2950.0,       983.333,        4.74334             
58,    1,            5330.0,       5330.000,       4.55604             
