Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
1,     103,          -2161.0,      -20.981,        0.336067            
2,     159,          -3339.0,      -21.000,        0.25954             
3,     145,          -3008.0,      -20.745,        -0.0137465          
4,     145,          -3043.0,      -20.986,        -0.319446           
5,     71,           -1346.0,      -18.958,        -0.520074           
6,     69,           -1365.0,      -19.783,        -0.482298           
7,     66,           -1288.0,      -19.515,        -0.542255           
8,     62,           -1225.0,      -19.758,        -0.437002           
9,     64,           -1260.0,      -19.688,        -0.371971           
10,    51,           -979.0,       -19.196,        -0.301026           
11,    42,           -721.0,       -17.167,        -0.202743           
12,    43,           -790.0,       -18.372,        -0.110943           
13,    38,           -672.0,       -17.684,        0.0404763           
14,    38,           -619.0,       -16.289,        0.132643            
15,    36,           -520.0,       -14.444,        0.161804            
16,    33,           -530.0,       -16.061,        0.225044            
17,    37,           -629.0,       -17.000,        0.186872            
18,    30,           -408.0,       -13.600,        0.279746            
19,    36,           -558.0,       -15.500,        0.307569            
20,    28,           -421.0,       -15.036,        0.275848            
21,    30,           -412.0,       -13.733,        0.223181            
22,    31,           -434.0,       -14.000,        0.242741            
23,    26,           -406.0,       -15.615,        0.180755            
24,    25,           -282.0,       -11.280,        0.171446            
25,    23,           -246.0,       -10.696,        0.259626            
26,    20,           -229.0,       -11.450,        0.366333            
27,    35,           -533.0,       -15.229,        0.392543            
28,    21,           -160.0,       -7.619,         0.360002            
29,    21,           -176.0,       -8.381,         0.359468            
30,    17,           -157.0,       -9.235,         0.252297            
31,    19,           -171.0,       -9.000,         0.290139            
32,    28,           -354.0,       -12.643,        0.282097            
33,    27,           -229.0,       -8.481,         0.463903            
34,    20,           -240.0,       -12.000,        0.452408            
35,    18,           -116.0,       -6.444,         0.43253             
36,    19,           -107.0,       -5.632,         0.443149            
37,    17,           -81.0,        -4.765,         0.408792            
38,    22,           -208.0,       -9.455,         0.367053            
39,    18,           -190.0,       -10.556,        0.432174            
40,    24,           -167.0,       -6.958,         0.451642            
41,    18,           -79.0,        -4.389,         0.459848            
42,    28,           -368.0,       -13.143,        0.413223            
43,    18,           42.0,         2.333,          0.50238             
44,    17,           -102.0,       -6.000,         0.546045            
45,    15,           -50.0,        -3.333,         0.525541            
46,    28,           -401.0,       -14.321,        0.519608            
47,    19,           -117.0,       -6.158,         0.57477             
48,    23,           -161.0,       -7.000,         0.615988            
49,    19,           -75.0,        -3.947,         0.561853            
50,    22,           -231.0,       -10.500,        0.527483            
51,    13,           47.0,         3.615,          0.616737            
52,    19,           -174.0,       -9.158,         0.596414            
53,    19,           -44.0,        -2.316,         0.682834            
54,    25,           -305.0,       -12.200,        0.63322             
55,    16,           -49.0,        -3.062,         0.725488            
56,    28,           -389.0,       -13.893,        0.711709            
57,    21,           -57.0,        -2.714,         0.825131            
58,    18,           -1.0,         -0.056,         0.828548            
59,    18,           -107.0,       -5.944,         0.968639            
60,    18,           76.0,         4.222,          1.01996             
61,    14,           81.0,         5.786,          1.04209             
62,    17,           53.0,         3.118,          1.06587             
63,    16,           -12.0,        -0.750,         1.05406             
64,    15,           40.0,         2.667,          1.19355             
65,    15,           38.0,         2.533,          1.19644             
66,    23,           -214.0,       -9.304,         1.32192             
67,    17,           45.0,         2.647,          1.45268             
68,    19,           -95.0,        -5.000,         1.61459             
69,    18,           54.0,         3.000,          1.68915             
70,    22,           173.0,        7.864,          1.7266              
71,    21,           48.0,         2.286,          1.78824             
72,    21,           -117.0,       -5.571,         1.7303              
73,    18,           48.0,         2.667,          1.59471             
74,    28,           299.0,        10.679,         1.75323             
75,    24,           158.0,        6.583,          1.5443              
76,    33,           469.0,        14.212,         1.49864             
77,    25,           235.0,        9.400,          1.49156             
78,    35,           487.0,        13.914,         1.50914             
79,    29,           401.0,        13.828,         1.67318             
80,    39,           620.0,        15.897,         1.65898             
81,    34,           411.0,        12.088,         1.7381              
82,    49,           -789.0,       -16.102,        1.5602              
83,    31,           370.0,        11.935,         1.59379             
84,    29,           -13.0,        -0.448,         1.66464             
85,    38,           569.0,        14.974,         1.76179             
86,    36,           562.0,        15.611,         1.59419             
87,    33,           428.0,        12.970,         1.52496             
88,    34,           511.0,        15.029,         1.75879             
89,    39,           632.0,        16.205,         1.61114             
90,    41,           -700.0,       -17.073,        1.76494             
91,    34,           522.0,        15.353,         1.76789             
92,    47,           -715.0,       -15.213,        1.70148             
93,    35,           490.0,        14.000,         1.82691             
94,    35,           457.0,        13.057,         1.90406             
95,    36,           478.0,        13.278,         1.89997             
96,    38,           549.0,        14.447,         1.84632             
97,    24,           177.0,        7.375,          2.0851              
98,    36,           546.0,        15.167,         2.0539              
99,    36,           581.0,        16.139,         1.79136             
100,   31,           442.0,        14.258,         1.89144             
101,   35,           543.0,        15.514,         1.83323             
102,   33,           401.0,        12.152,         1.78905             
103,   31,           357.0,        11.516,         1.49425             
104,   37,           584.0,        15.784,         1.68968             
105,   29,           305.0,        10.517,         1.60592             
106,   36,           532.0,        14.778,         1.67639             
107,   32,           456.0,        14.250,         1.6874              
108,   39,           628.0,        16.103,         1.63132             
109,   28,           321.0,        11.464,         1.75729             
110,   31,           407.0,        13.129,         1.74428             
111,   37,           485.0,        13.108,         1.85268             
112,   24,           260.0,        10.833,         1.82814             
113,   33,           490.0,        14.848,         1.84105             
114,   35,           545.0,        15.571,         1.90166             
115,   36,           432.0,        12.000,         1.78212             
116,   36,           541.0,        15.028,         1.84393             
117,   38,           554.0,        14.579,         2.03209             
118,   36,           382.0,        10.611,         1.86559             
119,   32,           390.0,        12.188,         1.65007             
120,   35,           479.0,        13.686,         1.58412             
121,   39,           616.0,        15.795,         1.62148             
122,   26,           100.0,        3.846,          1.76453             
123,   37,           563.0,        15.216,         1.69131             
124,   31,           331.0,        10.677,         1.66245             
125,   29,           351.0,        12.103,         1.52524             
Epoch, Num Episodes, Total Reward, Average Reward, Mean best Q Value   
126,   39,           601.0,        15.410,         1.20719             
127,   39,           421.0,        10.795,         1.01482             
128,   24,           151.0,        6.292,          0.949155            
129,   23,           42.0,         1.826,          1.08653             
130,   32,           -154.0,       -4.812,         1.16347             
131,   32,           345.0,        10.781,         1.23797             
132,   28,           205.0,        7.321,          1.28607             
133,   27,           303.0,        11.222,         1.27223             
134,   28,           88.0,         3.143,          1.3788              
135,   32,           454.0,        14.188,         1.41027             
136,   21,           123.0,        5.857,          1.5689              
137,   30,           349.0,        11.633,         1.56388             
138,   41,           656.0,        16.000,         1.73472             
139,   31,           402.0,        12.968,         1.6113              
140,   35,           513.0,        14.657,         1.74952             
141,   32,           400.0,        12.500,         1.56506             
142,   36,           512.0,        14.222,         1.46137             
143,   36,           509.0,        14.139,         1.56625             
144,   38,           529.0,        13.921,         1.77253             
145,   28,           10.0,         0.357,          1.59661             
146,   36,           532.0,        14.778,         1.48687             
147,   42,           582.0,        13.857,         1.38631             
148,   30,           298.0,        9.933,          1.34583             
149,   24,           -55.0,        -2.292,         1.38286             
150,   32,           383.0,        11.969,         1.35076             
151,   37,           580.0,        15.676,         1.28268             
152,   102,          -2011.0,      -19.716,        1.34929             
153,   33,           480.0,        14.545,         1.2836              
154,   32,           400.0,        12.500,         1.46732             
155,   32,           268.0,        8.375,          1.37743             
156,   32,           421.0,        13.156,         1.28821             
157,   31,           347.0,        11.194,         1.29981             
158,   30,           326.0,        10.867,         1.3323              
159,   29,           232.0,        8.000,          1.35628             
160,   34,           367.0,        10.794,         1.24043             
161,   34,           508.0,        14.941,         1.25115             
162,   39,           97.0,         2.487,          1.30304             
163,   37,           366.0,        9.892,          1.36472             
164,   33,           399.0,        12.091,         1.32118             
165,   37,           565.0,        15.270,         1.37166             
166,   29,           -80.0,        -2.759,         1.43814             
167,   31,           381.0,        12.290,         1.77035             
